conversion_id,lead_id,campaign_id,revenue,conversion_date
262,35715,6263,478.3,2025-11-28
263,13942,9549,150.0,2025-01-14
264,82961,3255,295.25,2025-05-02
265,32219,152,434.29,2025-07-01
266,32379,1526,264.04,2026-08-08
267,44957,8212,1114.55,2026-05-20
268,58593,916,241.03,2025-05-05
269,50631,5008,395.43,2026-04-13
270,87772,5128,526.04,2025-08-17
271,96613,9922,1012.96,2026-01-15
272,66810,4812,240.34,2024-10-24
273,15253,1030,881.46,2026-02-28
274,91373,192,495.28,2024-11-12
275,42016,2611,301.64,2026-01-05
276,24667,8628,620.83,2025-01-06
277,77651,201,544.32,2026-07-29
278,28643,7539,365.0,2026-05-10
279,97015,4080,510.25,2024-11-23
280,88624,882,406.4,2024-09-13
281,4101,9276,521.53,2025-06-23
282,48321,8560,686.13,2025-02-04
283,28897,4175,1088.99,2025-04-02
284,87146,9345,265.36,2025-01-01
285,52521,9941,1431.56,2025-02-26
286,99772,3535,185.67,2025-12-16
287,9069,7557,456.74,2025-12-27
288,15454,6468,661.27,2026-05-19
289,45030,2656,567.08,2026-01-13
290,37129,7429,360.92,2024-12-25
291,25239,8239,444.05,2026-04-01
292,28534,9968,385.1,2026-01-23
293,45846,7426,366.98,2025-09-10
294,77233,7561,753.55,2025-08-19
295,38747,5887,589.05,2025-07-01
296,46352,4927,348.47,2026-01-10
297,66200,81,772.63,2026-05-21
298,24316,9340,574.59,2025-08-02
299,88519,9593,739.84,2025-04-15
300,12115,8807,675.07,2026-07-07
301,72767,6301,325.55,2025-12-30
302,26616,5660,372.38,2025-01-15
303,16861,4930,715.98,2024-11-27
304,51240,9795,668.6,2025-11-19
305,79195,8395,487.63,2025-01-14
306,30042,1555,522.52,2026-05-23
307,74391,4315,933.4,2025-07-11
308,33041,5852,366.58,2025-01-18
309,76133,5781,647.78,2026-01-10
310,54257,606,445.37,2025-04-03
311,88434,2647,441.93,2024-09-19
312,42924,6447,853.54,2025-06-30
313,47316,7437,744.5,2025-04-23
314,47667,2077,740.08,2026-08-09
315,60363,9025,946.47,2025-06-30
316,76057,36,497.95,2025-07-06
317,33747,2638,692.96,2026-06-01
318,89785,8370,421.94,2026-08-22
319,84139,8644,579.45,2026-07-04
320,25853,2274,461.71,2024-09-01
321,6726,9065,517.24,2025-10-04
322,31512,8796,663.53,2026-02-17
323,13569,8695,327.3,2025-03-23
324,68962,102,1402.76,2025-08-11
325,61868,7675,297.97,2026-08-13
326,83254,7242,268.51,2026-06-23
327,24819,7727,879.24,2026-08-18
328,47508,4977,732.04,2025-06-13
329,72712,2212,673.21,2026-02-04
330,10666,4318,674.64,2025-08-01
331,21184,9341,489.74,2025-12-09
332,42750,134,314.62,2025-06-12
333,97151,6044,511.78,2025-05-28
334,47626,4610,351.22,2026-02-03
335,7930,1354,802.36,2025-01-26
336,63641,6397,457.82,2026-03-30
337,86896,3012,326.12,2025-06-01
338,20056,7808,419.6,2025-12-19
339,60429,5272,605.75,2026-08-11
340,75189,4460,371.72,2026-01-18
341,52435,8588,326.65,2025-10-17
342,997,3112,556.6,2026-06-21
343,50355,4650,556.95,2026-08-10
344,27048,5005,382.42,2026-09-01
345,8595,9985,389.35,2026-02-03
346,33252,175,553.37,2026-07-01
347,89167,9634,238.88,2025-01-20
348,64337,1118,243.78,2024-09-20
349,64072,4603,344.05,2025-07-23
350,28799,733,442.87,2025-11-04
351,28888,8918,575.62,2025-03-31
352,27212,8711,1030.38,2025-11-04
353,55378,1967,756.6,2025-07-19
354,94733,9965,454.88,2025-08-27
355,87571,3143,488.09,2025-06-17
356,77801,3029,298.49,2026-03-08
357,34189,6022,488.21,2025-03-07
358,38759,8666,426.52,2025-03-28
359,96004,1458,579.03,2025-06-15
360,55242,4291,325.83,2026-05-09
361,18701,9457,638.85,2024-12-16
362,2867,9771,1060.37,2026-04-14
363,75661,782,466.67,2024-10-01
364,69868,4761,602.36,2025-08-04
365,80735,7035,695.81,2025-06-03
366,8690,2200,403.18,2026-08-25
367,27244,9867,551.17,2025-11-20
368,88524,3384,495.86,2026-04-06
369,56208,4990,517.41,2026-02-06
370,64022,7579,334.79,2025-04-20
371,66735,8984,498.82,2025-09-05
372,49368,4002,632.07,2025-12-14
373,73742,4690,1017.98,2024-11-12
374,98878,2324,796.03,2025-10-09
375,96179,3043,1446.05,2024-10-06
376,81625,8664,335.74,2025-04-06
377,93278,7368,762.16,2025-12-05
378,85559,4947,540.06,2025-12-31
379,94991,8553,1472.77,2025-11-14
380,32890,1783,328.93,2026-02-02
381,88778,8400,323.8,2026-02-16
382,83761,427,365.15,2026-06-24
383,84067,8442,170.38,2025-05-30
384,19499,4416,378.84,2024-09-24
385,23252,7717,337.12,2026-06-02
386,15138,242,531.23,2025-06-18
387,4241,9663,584.57,2025-04-24
388,57912,2848,1259.02,2026-03-30
389,25996,9776,792.52,2025-03-08
390,2821,2039,369.28,2024-12-31
391,76276,4995,314.44,2025-09-23
392,82236,2241,630.15,2026-01-03
393,74074,5604,254.65,2026-01-27
394,38917,3853,1231.18,2025-04-28
395,24559,4275,888.66,2026-06-03
396,55747,9125,389.71,2026-03-16
397,26930,8450,209.23,2024-10-23
398,41960,8885,969.65,2025-05-01
399,34644,5946,465.32,2025-02-19
400,64193,4867,914.99,2025-05-19
401,5741,4674,222.02,2025-11-22
402,38940,7569,365.15,2025-11-29
403,21677,2052,494.04,2025-04-21
404,19406,6653,504.46,2026-07-03
405,93607,3936,393.46,2024-12-03
406,37545,1097,672.78,2025-06-28
407,4159,6229,288.93,2026-03-16
408,88290,2396,458.89,2025-08-14
409,99669,920,523.3,2025-09-29
410,65911,4727,637.29,2025-05-13
411,76809,1037,703.32,2025-01-31
412,7474,6906,280.81,2026-04-08
413,7923,2974,228.82,2025-03-14
414,76827,7824,933.4,2026-08-06
415,1047,3788,581.82,2025-12-01
416,30271,3590,338.92,2025-11-16
417,33214,7291,1070.17,2026-04-01
418,4910,241,522.09,2025-10-15
419,2091,9925,888.6,2026-06-20
420,54495,2312,509.67,2026-02-01
421,69675,536,1380.74,2025-12-22
422,22856,8955,1185.2,2025-10-30
423,90552,3758,435.07,2026-04-03
424,86930,8729,800.94,2026-02-27
425,35315,14,680.4,2025-10-06
426,52899,9870,976.83,2026-01-15
427,67315,848,304.16,2025-01-06
428,96639,5896,694.38,2025-02-12
429,23521,520,836.49,2026-07-05
430,32321,5863,204.51,2025-09-15
431,53462,9645,272.7,2026-06-23
432,55146,6026,177.75,2026-07-07
433,61487,5831,430.65,2026-02-11
434,39854,8639,705.4,2026-06-01
435,5790,9577,1044.38,2026-04-23
436,95581,8834,511.35,2025-12-20
437,43636,897,1112.44,2025-10-22
438,98258,7535,247.14,2025-03-25
439,62232,3872,210.25,2025-11-08
440,31498,4269,479.25,2024-11-01
441,63587,160,597.07,2026-01-23
442,78673,1637,484.76,2026-03-06
443,2320,3439,175.26,2024-12-23
444,28205,1874,471.27,2024-12-06
445,63670,4203,256.66,2024-09-18
446,28207,2738,688.72,2025-08-02
447,68102,6568,591.88,2025-03-21
448,94510,5787,307.99,2024-10-24
449,59202,9567,381.1,2025-08-15
450,29264,5865,290.15,2026-03-20
451,77853,4447,477.55,2026-05-06
452,94177,8452,794.39,2026-07-30
453,94435,9350,301.01,2026-02-14
454,92624,3541,633.98,2025-08-07
455,61232,5631,377.99,2025-05-02
456,29597,1460,331.48,2025-11-22
457,44237,8624,467.07,2024-09-06
458,76308,1790,293.65,2025-10-08
459,96051,5611,373.6,2025-12-10
460,44562,7642,270.71,2026-03-13
461,77200,6579,1316.01,2024-10-19
462,34445,3864,501.51,2026-06-18
463,78782,2096,347.28,2026-02-26
464,4922,8327,548.39,2025-02-27
465,19594,4095,465.84,2026-03-10
466,12266,8826,441.21,2025-04-04
467,21061,6575,669.87,2025-12-26
468,93217,5863,719.64,2025-08-26
469,29718,9885,377.95,2025-08-07
470,34086,9176,369.48,2026-07-14
471,75448,3095,429.44,2026-05-29
472,15562,6840,155.87,2025-01-17
473,85926,8543,231.0,2026-06-13
474,45946,6618,975.98,2025-03-27
475,15918,5314,1121.57,2026-07-26
476,80706,3108,435.06,2025-10-26
477,17219,3058,657.39,2026-03-10
478,78702,2748,575.72,2024-11-23
479,32452,648,2297.19,2025-02-07
480,83816,8721,862.46,2024-12-18
481,5863,8743,462.22,2025-11-21
482,56858,8419,305.59,2026-07-17
483,36194,8944,220.69,2026-07-06
484,16235,4307,545.52,2026-04-01
485,98475,1915,337.59,2024-11-19
486,52668,4934,241.98,2025-06-15
487,15832,8387,356.64,2025-07-30
488,62436,7106,286.93,2026-05-04
489,40962,7916,1145.47,2026-08-10
490,24097,1916,765.72,2025-06-26
491,83203,539,490.79,2026-04-23
492,51505,8764,1032.74,2026-01-23
493,35178,3101,512.18,2026-03-24
494,25241,4886,320.33,2024-12-23
495,7531,4231,1055.28,2026-01-13
496,71355,7145,645.13,2024-09-08
497,81166,2481,293.35,2026-03-08
498,10692,5205,448.02,2025-08-03
499,76512,2163,318.04,2025-02-18
500,22331,7885,246.81,2025-01-21
501,44075,7682,782.97,2026-01-30
502,36367,6030,1280.12,2024-09-12
503,783,3315,244.87,2025-02-05
504,97116,5570,652.94,2025-11-30
505,50641,4119,355.91,2025-03-11
506,75566,8009,386.23,2025-05-12
507,77006,3274,366.43,2026-06-07
508,94636,2415,319.9,2024-11-16
509,74139,672,504.85,2025-10-28
510,60157,244,325.23,2025-06-27
511,90628,4625,564.1,2025-05-01
512,43960,6538,480.53,2026-01-09
513,78146,6171,437.26,2026-02-12
514,45061,4107,313.0,2026-04-21
515,84643,3562,369.3,2025-01-19
516,506,9203,718.88,2025-10-04
517,62525,1772,632.99,2026-07-27
518,77451,5096,302.24,2025-08-21
519,1418,8000,517.84,2026-07-16
520,59106,3246,717.44,2024-09-13
521,3015,9245,213.85,2026-06-10
522,27239,2382,646.57,2025-05-31
523,69752,5530,353.78,2025-01-21
524,83339,6823,655.44,2025-11-26
525,30522,3287,336.42,2025-07-07
526,6444,5088,199.85,2025-05-17
527,84671,9109,218.38,2026-07-11
528,89304,3981,504.74,2025-03-27
529,32996,8990,561.08,2025-06-07
530,87821,8250,313.51,2025-03-21
531,75298,5741,678.1,2026-08-27
532,58021,3194,214.7,2024-10-18
533,87908,6755,476.73,2025-05-19
534,23346,2132,268.94,2025-01-26
535,62778,7608,355.7,2026-08-30
536,99448,8264,504.57,2025-08-24
537,42679,8607,320.47,2024-12-07
538,34326,9950,406.56,2025-05-21
539,5719,4037,814.97,2026-08-10
540,45316,4483,369.28,2025-03-01
541,97636,7070,748.33,2024-11-20
542,48651,1150,280.1,2025-10-06
543,38548,9396,642.2,2025-12-30
544,87801,1840,1013.11,2024-12-17
545,21953,3145,150.0,2026-06-29
546,18954,6314,330.81,2026-07-22
547,9476,342,657.56,2026-05-26
548,40982,7506,445.18,2025-04-19
549,27982,5124,593.22,2026-08-26
550,29899,6574,364.31,2025-08-03
551,99126,319,514.55,2025-12-09
552,93547,3153,455.85,2024-12-18
553,32570,9219,883.5,2025-06-04
554,73141,2004,559.59,2024-09-28
555,82860,655,583.36,2025-11-18
556,55392,1765,401.04,2025-12-04
557,95399,8784,386.14,2024-12-11
558,76553,9014,396.91,2025-02-28
559,10171,6271,600.18,2025-05-01
560,70203,2292,399.22,2025-03-12
561,28121,1026,569.57,2024-10-05
562,88462,6100,1390.89,2025-03-06
563,48202,3396,761.71,2024-09-24
564,39075,5608,418.63,2025-08-25
565,90950,1460,898.39,2024-09-28
566,92054,2920,401.8,2025-02-21
567,89831,3775,177.85,2025-12-31
568,35467,7013,297.66,2025-08-23
569,37831,701,193.37,2025-02-03
570,8739,8796,413.33,2026-01-16
571,2933,4514,497.31,2025-04-24
572,39574,6525,1139.36,2025-04-16
573,99262,8198,580.25,2024-12-28
574,24132,230,441.62,2025-04-01
575,3048,1281,745.98,2026-02-14
576,92286,8065,163.11,2024-09-21
577,90264,5240,554.36,2024-12-22
578,70180,6496,724.46,2026-06-04
579,15616,2593,235.26,2026-05-10
580,10139,3917,872.95,2026-04-22
581,78232,9582,583.62,2025-07-07
582,31973,9585,400.36,2026-03-22
583,50857,2162,676.13,2026-07-08
584,56399,9423,1533.56,2026-01-27
585,51287,4388,539.66,2026-04-28
586,2683,8887,557.86,2025-03-12
587,48967,180,391.63,2025-04-09
588,36132,8150,322.17,2024-09-30
589,30481,1931,746.33,2024-09-23
590,73252,3152,321.17,2024-10-23
591,29158,2544,510.7,2025-03-24
592,3156,9125,388.06,2025-04-01
593,47980,2571,626.09,2024-09-23
594,76222,2865,582.21,2026-04-03
595,66460,3464,827.8,2025-02-17
596,24188,9269,381.84,2025-06-03
597,20287,5168,430.55,2026-08-14
598,16727,6817,302.06,2026-06-28
599,4843,9560,394.59,2026-07-24
600,86440,6644,595.05,2025-05-21
601,29437,4325,719.46,2026-05-20
602,69589,8089,310.73,2025-04-26
603,69045,6524,761.13,2024-10-11
604,29224,1997,970.51,2025-10-22
605,22082,247,605.9,2024-09-20
606,58092,4928,1259.41,2025-06-03
607,63560,1094,334.66,2025-09-19
608,13631,5151,264.46,2026-08-18
609,52612,4530,202.48,2026-05-26
610,59152,5245,1041.09,2024-09-23
611,7218,2496,683.47,2025-04-16
612,16375,5822,479.24,2024-08-22
613,65212,4476,566.79,2025-07-06
614,10223,3916,280.69,2026-02-28
615,13397,5223,1673.84,2025-11-26
616,27354,6844,525.64,2025-08-21
617,85945,102,520.45,2026-01-03
618,33799,1219,708.31,2025-07-03
619,68640,4373,626.72,2025-10-14
620,15643,2107,551.11,2024-10-11
621,20963,8217,331.88,2026-04-15
622,29953,7309,623.74,2024-11-16
623,97603,3570,1262.71,2025-09-09
624,83681,6998,965.56,2026-02-08
625,25850,9197,1092.9,2025-06-27
626,24380,9037,381.61,2025-10-01
627,11467,813,300.42,2025-10-03
628,96781,6472,462.71,2024-10-25
629,66983,4954,506.67,2025-05-22
630,81717,8162,851.58,2026-02-20
631,43975,3882,211.4,2024-09-12
632,3553,988,1058.68,2026-02-13
633,89819,883,455.32,2025-10-24
634,88243,6614,398.04,2025-06-23
635,49169,4884,297.06,2025-09-15
636,29288,1414,215.42,2026-03-17
637,51133,9138,743.66,2025-07-18
638,1181,8825,511.15,2026-04-29
639,44253,3293,258.53,2025-11-04
640,13018,4808,257.87,2025-08-05
641,6834,2112,416.59,2026-03-22
642,28167,9122,1135.14,2025-10-21
643,95102,2827,432.77,2025-05-11
644,70391,1561,232.39,2025-10-08
645,82191,1611,435.78,2025-03-31
646,57286,8542,429.94,2024-12-22
647,5227,3009,150.0,2026-08-05
648,91264,4296,479.55,2025-02-23
649,47701,1264,439.01,2025-08-16
650,35838,1871,697.92,2025-03-21
651,98063,1252,1242.0,2024-12-29
652,29345,9257,865.48,2025-12-24
653,75707,8462,430.76,2025-04-17
654,21384,204,283.37,2025-03-07
655,27034,9879,1784.12,2025-02-27
656,65908,922,507.56,2025-10-01
657,97118,5704,496.19,2025-08-05
658,24602,6687,486.84,2026-03-25
659,76491,4172,544.05,2024-09-28
660,65656,1782,458.44,2025-03-14
661,85412,5458,369.88,2025-01-13
662,32374,636,374.87,2025-11-10
663,15874,9287,484.75,2025-07-28
664,73863,1275,375.51,2025-11-09
665,12748,5029,345.01,2024-12-12
666,56317,9047,519.68,2026-06-07
667,40477,7360,433.77,2025-01-07
668,50305,696,1045.23,2026-06-19
669,93857,1378,150.0,2026-02-08
670,71479,1904,850.44,2025-09-25
671,89626,3876,918.78,2026-05-28
672,65286,8064,174.74,2025-07-12
673,81888,9122,415.16,2025-08-19
674,50689,6329,409.23,2025-11-15
675,55989,7323,243.77,2025-04-18
676,19106,540,333.98,2026-02-08
677,65514,4187,282.79,2026-06-16
678,98173,39,1183.39,2026-07-18
679,89715,7035,786.69,2026-08-06
680,10318,1864,930.55,2025-03-18
681,71572,3288,706.86,2026-04-22
682,73217,36,280.19,2025-11-07
683,52294,5066,379.08,2026-05-31
684,90822,8800,629.35,2024-10-16
685,36516,9225,267.45,2025-09-05
686,43456,4740,703.8,2024-11-06
687,36710,9510,436.96,2026-01-20
688,72265,3946,408.54,2026-06-28
689,48302,8946,703.09,2024-10-06
690,29015,9770,615.31,2025-11-29
691,13793,3909,411.38,2025-10-06
692,82136,2270,879.77,2025-01-17
693,42680,5794,287.0,2026-05-01
694,18310,7492,670.46,2025-01-26
695,68376,7920,662.85,2024-12-23
696,8540,5070,422.09,2024-11-03
697,57951,5019,580.02,2025-07-15
698,63958,1104,263.6,2026-03-27
699,51349,3673,782.12,2025-11-16
700,39612,2758,449.24,2025-03-02
701,7467,4869,379.42,2026-06-12
702,93581,5015,832.56,2026-07-19
703,73228,2154,346.48,2025-03-19
704,99231,9556,243.66,2026-03-01
705,48308,5788,226.26,2024-12-14
706,918,7856,667.14,2026-07-30
707,88072,5950,259.77,2026-03-19
708,5547,7942,1184.88,2025-01-09
709,13812,9828,174.0,2025-05-05
710,34057,5610,1150.82,2025-07-13
711,29682,986,547.58,2024-11-14
712,25594,2423,469.49,2025-04-25
713,26115,8367,375.23,2026-05-14
714,90623,9495,601.59,2025-04-08
715,54766,2604,483.56,2025-08-08
716,69628,649,855.47,2025-10-28
717,33033,4049,521.71,2026-04-16
718,52705,8626,531.21,2024-10-11
719,95754,8977,410.84,2026-05-29
720,71234,468,478.92,2025-11-22
721,27363,7614,574.73,2026-04-17
722,18016,1067,209.54,2025-10-04
723,38750,4845,251.11,2025-08-05
724,74875,1017,714.54,2025-10-29
725,39178,167,536.7,2026-05-18
726,19430,9024,449.44,2026-03-03
727,33815,271,497.31,2025-01-16
728,59745,4954,586.28,2025-01-25
729,8327,7472,376.2,2026-03-31
730,14305,1730,333.9,2025-07-24
731,48082,3026,543.44,2026-05-27
732,871,358,302.12,2024-11-07
733,20592,999,604.33,2025-05-04
734,72756,3792,210.34,2025-11-01
735,5007,2144,824.34,2026-08-23
